,Sensor Name,Date,Total Pedestrian Count (Day Sum)
88762,Tin Alley-Swanston St (West),2012-07-11,
88763,Town Hall (West),2012-07-11,41580.0
88764,Victoria Point,2012-07-11,5670.0
88765,Waterfront City,2012-07-11,1432.0
88766,Webb Bridge,2012-07-11,3938.0
88767,Westwood Place,2012-07-11,
88768,sensor_name,2012-07-12,
88769,231 Bourke St,2012-07-12,
88770,Alfred Place,2012-07-12,
88771,Australia on Collins,2012-07-12,19801.0
88772,Birrarung Marr,2012-07-12,5405.0
88773,Bourke St - Spencer St (North),2012-07-12,
88774,Bourke St - Spencer St (South),2012-07-12,
88775,Bourke St Bridge,2012-07-12,
88776,Bourke St-Russell St (West),2012-07-12,
88777,Bourke Street Mall (North),2012-07-12,27623.0
88778,Bourke Street Mall (South),2012-07-12,29164.0
88779,Chinatown-Lt Bourke St (South),2012-07-12,
88780,Chinatown-Swanston St (North),2012-07-12,
88781,City Square,2012-07-12,
88782,Collins Place (North),2012-07-12,11026.0
88783,Collins Place (South),2012-07-12,13488.0
88784,Collins St (North),2012-07-12,
88785,Elizabeth St-La Trobe St (East),2012-07-12,
88786,Elizabeth St-Lonsdale St (South),2012-07-12,
88787,Errol Street (East),2012-07-12,
88788,Faraday St-Lygon St (West),2012-07-12,
88789,Flagstaff Station,2012-07-12,23186.0
88790,Flinders La - Swanston St (West) Temp,2012-07-12,
88791,Flinders La-Swanston St (West),2012-07-12,
88792,Flinders Ln -Degraves St (Crossing),2012-07-12,
88793,Flinders Ln -Degraves St (North),2012-07-12,
88794,Flinders Ln -Degraves St (South),2012-07-12,
88795,Flinders St-Elizabeth St (East),2012-07-12,
88796,Flinders St-Spark La,2012-07-12,
88797,Flinders St-Spring St (West),2012-07-12,
88798,Flinders St-Swanston St (West),2012-07-12,
88799,Flinders Street Station Underpass,2012-07-12,29131.0
88800,Flinders la - Swanston St (West) Temp,2012-07-12,
88801,Grattan St-Swanston St (West),2012-07-12,
88802,La Trobe St (North),2012-07-12,
88803,Lincoln-Swanston (West),2012-07-12,
88804,Lincoln-Swanston(West),2012-07-12,
88805,Little Collins St-Swanston St (East),2012-07-12,
88806,Lonsdale St (South),2012-07-12,
88807,Lonsdale St - Elizabeth St (North),2012-07-12,
88808,Lonsdale St-Spring St (West),2012-07-12,
88809,Lygon St (East),2012-07-12,
88810,Lygon St (West),2012-07-12,
88811,Melbourne Central,2012-07-12,29043.0
88812,Melbourne Central-Elizabeth St (East),2012-07-12,
88813,Melbourne Convention Exhibition Centre,2012-07-12,
88814,Monash Rd-Swanston St (West),2012-07-12,
88815,New Quay,2012-07-12,2674.0
88816,Pelham St (S),2012-07-12,
88817,Pelham St (South),2012-07-12,
88818,Princes Bridge,2012-07-12,18582.0
88819,QV Market-Elizabeth St (West),2012-07-12,
88820,QV Market-Peel St,2012-07-12,
88821,QVM-Franklin St (North),2012-07-12,
88822,QVM-Queen St (East),2012-07-12,
88823,QVM-Therry St (South),2012-07-12,
88824,Queen St (West),2012-07-12,
88825,Royal Pde-Grattan St,2012-07-12,
88826,Sandridge Bridge,2012-07-12,8463.0
88827,Southbank,2012-07-12,
88828,Southern Cross Station,2012-07-12,14755.0
88829,Spencer St-Collins St (North),2012-07-12,
88830,Spencer St-Collins St (South),2012-07-12,
88831,St Kilda Rd-Alexandra Gardens,2012-07-12,
88832,State Library,2012-07-12,19095.0
88833,State Library-New,2012-07-12,
88834,Swanston St - City Square,2012-07-12,
88835,Swanston St - RMIT Building 14,2012-07-12,
88836,Swanston St - RMIT Building 80,2012-07-12,
88837,The Arts Centre,2012-07-12,
88838,Tin Alley-Swanston St (West),2012-07-12,
88839,Town Hall (West),2012-07-12,40738.0
88840,Victoria Point,2012-07-12,5887.0
88841,Waterfront City,2012-07-12,882.0
88842,Webb Bridge,2012-07-12,3497.0
88843,Westwood Place,2012-07-12,
88844,sensor_name,2012-07-13,
88845,231 Bourke St,2012-07-13,
88846,Alfred Place,2012-07-13,
88847,Australia on Collins,2012-07-13,23574.0
88848,Birrarung Marr,2012-07-13,8067.0
88849,Bourke St - Spencer St (North),2012-07-13,
88850,Bourke St - Spencer St (South),2012-07-13,
88851,Bourke St Bridge,2012-07-13,
88852,Bourke St-Russell St (West),2012-07-13,
88853,Bourke Street Mall (North),2012-07-13,35741.0
88854,Bourke Street Mall (South),2012-07-13,36261.0
88855,Chinatown-Lt Bourke St (South),2012-07-13,
88856,Chinatown-Swanston St (North),2012-07-13,
88857,City Square,2012-07-13,
88858,Collins Place (North),2012-07-13,10722.0
88859,Collins Place (South),2012-07-13,14630.0
88860,Collins St (North),2012-07-13,
88861,Elizabeth St-La Trobe St (East),2012-07-13,
88862,Elizabeth St-Lonsdale St (South),2012-07-13,
88863,Errol Street (East),2012-07-13,
88864,Faraday St-Lygon St (West),2012-07-13,
88865,Flagstaff Station,2012-07-13,20869.0
88866,Flinders La - Swanston St (West) Temp,2012-07-13,
88867,Flinders La-Swanston St (West),2012-07-13,
88868,Flinders Ln -Degraves St (Crossing),2012-07-13,
88869,Flinders Ln -Degraves St (North),2012-07-13,
88870,Flinders Ln -Degraves St (South),2012-07-13,
88871,Flinders St-Elizabeth St (East),2012-07-13,
88872,Flinders St-Spark La,2012-07-13,
88873,Flinders St-Spring St (West),2012-07-13,
88874,Flinders St-Swanston St (West),2012-07-13,
88875,Flinders Street Station Underpass,2012-07-13,35145.0
88876,Flinders la - Swanston St (West) Temp,2012-07-13,
88877,Grattan St-Swanston St (West),2012-07-13,
88878,La Trobe St (North),2012-07-13,
88879,Lincoln-Swanston (West),2012-07-13,
88880,Lincoln-Swanston(West),2012-07-13,
88881,Little Collins St-Swanston St (East),2012-07-13,
88882,Lonsdale St (South),2012-07-13,
88883,Lonsdale St - Elizabeth St (North),2012-07-13,
88884,Lonsdale St-Spring St (West),2012-07-13,
88885,Lygon St (East),2012-07-13,
88886,Lygon St (West),2012-07-13,
88887,Melbourne Central,2012-07-13,36421.0
88888,Melbourne Central-Elizabeth St (East),2012-07-13,
88889,Melbourne Convention Exhibition Centre,2012-07-13,
88890,Monash Rd-Swanston St (West),2012-07-13,
88891,New Quay,2012-07-13,10790.0
88892,Pelham St (S),2012-07-13,
88893,Pelham St (South),2012-07-13,
88894,Princes Bridge,2012-07-13,25481.0
88895,QV Market-Elizabeth St (West),2012-07-13,
88896,QV Market-Peel St,2012-07-13,
88897,QVM-Franklin St (North),2012-07-13,
88898,QVM-Queen St (East),2012-07-13,
88899,QVM-Therry St (South),2012-07-13,
88900,Queen St (West),2012-07-13,
88901,Royal Pde-Grattan St,2012-07-13,
88902,Sandridge Bridge,2012-07-13,9850.0
88903,Southbank,2012-07-13,
88904,Southern Cross Station,2012-07-13,15190.0
88905,Spencer St-Collins St (North),2012-07-13,
88906,Spencer St-Collins St (South),2012-07-13,
88907,St Kilda Rd-Alexandra Gardens,2012-07-13,
88908,State Library,2012-07-13,22628.0
88909,State Library-New,2012-07-13,
88910,Swanston St - City Square,2012-07-13,
88911,Swanston St - RMIT Building 14,2012-07-13,
88912,Swanston St - RMIT Building 80,2012-07-13,
88913,The Arts Centre,2012-07-13,
88914,Tin Alley-Swanston St (West),2012-07-13,
88915,Town Hall (West),2012-07-13,49660.0
88916,Victoria Point,2012-07-13,7633.0
88917,Waterfront City,2012-07-13,6711.0
88918,Webb Bridge,2012-07-13,4206.0
88919,Westwood Place,2012-07-13,
88920,sensor_name,2012-07-14,
88921,231 Bourke St,2012-07-14,
88922,Alfred Place,2012-07-14,
88923,Australia on Collins,2012-07-14,16489.0
88924,Birrarung Marr,2012-07-14,21457.0
88925,Bourke St - Spencer St (North),2012-07-14,
88926,Bourke St - Spencer St (South),2012-07-14,
88927,Bourke St Bridge,2012-07-14,
88928,Bourke St-Russell St (West),2012-07-14,
88929,Bourke Street Mall (North),2012-07-14,27207.0
88930,Bourke Street Mall (South),2012-07-14,28207.0
88931,Chinatown-Lt Bourke St (South),2012-07-14,
88932,Chinatown-Swanston St (North),2012-07-14,
88933,City Square,2012-07-14,
88934,Collins Place (North),2012-07-14,2569.0
88935,Collins Place (South),2012-07-14,6123.0
88936,Collins St (North),2012-07-14,
88937,Elizabeth St-La Trobe St (East),2012-07-14,
88938,Elizabeth St-Lonsdale St (South),2012-07-14,
88939,Errol Street (East),2012-07-14,
88940,Faraday St-Lygon St (West),2012-07-14,
88941,Flagstaff Station,2012-07-14,1048.0
88942,Flinders La - Swanston St (West) Temp,2012-07-14,
88943,Flinders La-Swanston St (West),2012-07-14,
88944,Flinders Ln -Degraves St (Crossing),2012-07-14,
88945,Flinders Ln -Degraves St (North),2012-07-14,
88946,Flinders Ln -Degraves St (South),2012-07-14,
88947,Flinders St-Elizabeth St (East),2012-07-14,
88948,Flinders St-Spark La,2012-07-14,
88949,Flinders St-Spring St (West),2012-07-14,
88950,Flinders St-Swanston St (West),2012-07-14,
88951,Flinders Street Station Underpass,2012-07-14,22296.0
88952,Flinders la - Swanston St (West) Temp,2012-07-14,
88953,Grattan St-Swanston St (West),2012-07-14,
88954,La Trobe St (North),2012-07-14,
88955,Lincoln-Swanston (West),2012-07-14,
88956,Lincoln-Swanston(West),2012-07-14,
88957,Little Collins St-Swanston St (East),2012-07-14,
88958,Lonsdale St (South),2012-07-14,
88959,Lonsdale St - Elizabeth St (North),2012-07-14,
88960,Lonsdale St-Spring St (West),2012-07-14,
88961,Lygon St (East),2012-07-14,
88962,Lygon St (West),2012-07-14,
88963,Melbourne Central,2012-07-14,32103.0
88964,Melbourne Central-Elizabeth St (East),2012-07-14,
88965,Melbourne Convention Exhibition Centre,2012-07-14,
88966,Monash Rd-Swanston St (West),2012-07-14,
88967,New Quay,2012-07-14,3494.0
88968,Pelham St (S),2012-07-14,
88969,Pelham St (South),2012-07-14,
88970,Princes Bridge,2012-07-14,22435.0
88971,QV Market-Elizabeth St (West),2012-07-14,
88972,QV Market-Peel St,2012-07-14,
88973,QVM-Franklin St (North),2012-07-14,
88974,QVM-Queen St (East),2012-07-14,
88975,QVM-Therry St (South),2012-07-14,
88976,Queen St (West),2012-07-14,
88977,Royal Pde-Grattan St,2012-07-14,
88978,Sandridge Bridge,2012-07-14,7729.0
88979,Southbank,2012-07-14,
88980,Southern Cross Station,2012-07-14,2128.0
88981,Spencer St-Collins St (North),2012-07-14,
88982,Spencer St-Collins St (South),2012-07-14,
88983,St Kilda Rd-Alexandra Gardens,2012-07-14,
88984,State Library,2012-07-14,16896.0
88985,State Library-New,2012-07-14,
88986,Swanston St - City Square,2012-07-14,
88987,Swanston St - RMIT Building 14,2012-07-14,
88988,Swanston St - RMIT Building 80,2012-07-14,
88989,The Arts Centre,2012-07-14,
88990,Tin Alley-Swanston St (West),2012-07-14,
88991,Town Hall (West),2012-07-14,39596.0
88992,Victoria Point,2012-07-14,2251.0
88993,Waterfront City,2012-07-14,1541.0
88994,Webb Bridge,2012-07-14,1741.0
88995,Westwood Place,2012-07-14,
88996,sensor_name,2012-07-15,
88997,231 Bourke St,2012-07-15,
88998,Alfred Place,2012-07-15,
88999,Australia on Collins,2012-07-15,11720.0
89000,Birrarung Marr,2012-07-15,36336.0
89001,Bourke St - Spencer St (North),2012-07-15,
89002,Bourke St - Spencer St (South),2012-07-15,
89003,Bourke St Bridge,2012-07-15,
89004,Bourke St-Russell St (West),2012-07-15,
89005,Bourke Street Mall (North),2012-07-15,21271.0
89006,Bourke Street Mall (South),2012-07-15,21151.0
89007,Chinatown-Lt Bourke St (South),2012-07-15,
89008,Chinatown-Swanston St (North),2012-07-15,
89009,City Square,2012-07-15,
89010,Collins Place (North),2012-07-15,1821.0
89011,Collins Place (South),2012-07-15,3646.0
89012,Collins St (North),2012-07-15,
89013,Elizabeth St-La Trobe St (East),2012-07-15,
89014,Elizabeth St-Lonsdale St (South),2012-07-15,
89015,Errol Street (East),2012-07-15,
89016,Faraday St-Lygon St (West),2012-07-15,
89017,Flagstaff Station,2012-07-15,1168.0
89018,Flinders La - Swanston St (West) Temp,2012-07-15,
89019,Flinders La-Swanston St (West),2012-07-15,
89020,Flinders Ln -Degraves St (Crossing),2012-07-15,
89021,Flinders Ln -Degraves St (North),2012-07-15,
89022,Flinders Ln -Degraves St (South),2012-07-15,
89023,Flinders St-Elizabeth St (East),2012-07-15,
89024,Flinders St-Spark La,2012-07-15,
89025,Flinders St-Spring St (West),2012-07-15,
89026,Flinders St-Swanston St (West),2012-07-15,
89027,Flinders Street Station Underpass,2012-07-15,19060.0
89028,Flinders la - Swanston St (West) Temp,2012-07-15,
89029,Grattan St-Swanston St (West),2012-07-15,
89030,La Trobe St (North),2012-07-15,
89031,Lincoln-Swanston (West),2012-07-15,
89032,Lincoln-Swanston(West),2012-07-15,
89033,Little Collins St-Swanston St (East),2012-07-15,
89034,Lonsdale St (South),2012-07-15,
89035,Lonsdale St - Elizabeth St (North),2012-07-15,
89036,Lonsdale St-Spring St (West),2012-07-15,
89037,Lygon St (East),2012-07-15,
89038,Lygon St (West),2012-07-15,
89039,Melbourne Central,2012-07-15,25778.0
89040,Melbourne Central-Elizabeth St (East),2012-07-15,
89041,Melbourne Convention Exhibition Centre,2012-07-15,
89042,Monash Rd-Swanston St (West),2012-07-15,
89043,New Quay,2012-07-15,4991.0
89044,Pelham St (S),2012-07-15,
89045,Pelham St (South),2012-07-15,
89046,Princes Bridge,2012-07-15,23919.0
89047,QV Market-Elizabeth St (West),2012-07-15,
89048,QV Market-Peel St,2012-07-15,
89049,QVM-Franklin St (North),2012-07-15,
89050,QVM-Queen St (East),2012-07-15,
89051,QVM-Therry St (South),2012-07-15,
89052,Queen St (West),2012-07-15,
89053,Royal Pde-Grattan St,2012-07-15,
89054,Sandridge Bridge,2012-07-15,6095.0
89055,Southbank,2012-07-15,
89056,Southern Cross Station,2012-07-15,1454.0
89057,Spencer St-Collins St (North),2012-07-15,
89058,Spencer St-Collins St (South),2012-07-15,
89059,St Kilda Rd-Alexandra Gardens,2012-07-15,
89060,State Library,2012-07-15,14788.0
89061,State Library-New,2012-07-15,
89062,Swanston St - City Square,2012-07-15,
89063,Swanston St - RMIT Building 14,2012-07-15,
89064,Swanston St - RMIT Building 80,2012-07-15,
89065,The Arts Centre,2012-07-15,
89066,Tin Alley-Swanston St (West),2012-07-15,
89067,Town Hall (West),2012-07-15,31491.0
89068,Victoria Point,2012-07-15,1634.0
89069,Waterfront City,2012-07-15,2190.0
89070,Webb Bridge,2012-07-15,1866.0
89071,Westwood Place,2012-07-15,
89072,sensor_name,2012-07-16,
89073,231 Bourke St,2012-07-16,
89074,Alfred Place,2012-07-16,
89075,Australia on Collins,2012-07-16,17399.0
89076,Birrarung Marr,2012-07-16,3093.0
89077,Bourke St - Spencer St (North),2012-07-16,
89078,Bourke St - Spencer St (South),2012-07-16,
89079,Bourke St Bridge,2012-07-16,
89080,Bourke St-Russell St (West),2012-07-16,
89081,Bourke Street Mall (North),2012-07-16,22320.0
89082,Bourke Street Mall (South),2012-07-16,23296.0
89083,Chinatown-Lt Bourke St (South),2012-07-16,
89084,Chinatown-Swanston St (North),2012-07-16,
89085,City Square,2012-07-16,
89086,Collins Place (North),2012-07-16,10336.0
89087,Collins Place (South),2012-07-16,12652.0
89088,Collins St (North),2012-07-16,
89089,Elizabeth St-La Trobe St (East),2012-07-16,
89090,Elizabeth St-Lonsdale St (South),2012-07-16,
89091,Errol Street (East),2012-07-16,
89092,Faraday St-Lygon St (West),2012-07-16,
89093,Flagstaff Station,2012-07-16,23282.0
89094,Flinders La - Swanston St (West) Temp,2012-07-16,
89095,Flinders La-Swanston St (West),2012-07-16,
89096,Flinders Ln -Degraves St (Crossing),2012-07-16,
89097,Flinders Ln -Degraves St (North),2012-07-16,
89098,Flinders Ln -Degraves St (South),2012-07-16,
89099,Flinders St-Elizabeth St (East),2012-07-16,
89100,Flinders St-Spark La,2012-07-16,
89101,Flinders St-Spring St (West),2012-07-16,
89102,Flinders St-Swanston St (West),2012-07-16,
89103,Flinders Street Station Underpass,2012-07-16,27783.0
89104,Flinders la - Swanston St (West) Temp,2012-07-16,
89105,Grattan St-Swanston St (West),2012-07-16,
89106,La Trobe St (North),2012-07-16,
89107,Lincoln-Swanston (West),2012-07-16,
89108,Lincoln-Swanston(West),2012-07-16,
89109,Little Collins St-Swanston St (East),2012-07-16,
89110,Lonsdale St (South),2012-07-16,
89111,Lonsdale St - Elizabeth St (North),2012-07-16,
89112,Lonsdale St-Spring St (West),2012-07-16,
89113,Lygon St (East),2012-07-16,
89114,Lygon St (West),2012-07-16,
89115,Melbourne Central,2012-07-16,29358.0
89116,Melbourne Central-Elizabeth St (East),2012-07-16,
89117,Melbourne Convention Exhibition Centre,2012-07-16,
89118,Monash Rd-Swanston St (West),2012-07-16,
89119,New Quay,2012-07-16,2749.0
89120,Pelham St (S),2012-07-16,
89121,Pelham St (South),2012-07-16,
89122,Princes Bridge,2012-07-16,17172.0
89123,QV Market-Elizabeth St (West),2012-07-16,
89124,QV Market-Peel St,2012-07-16,
89125,QVM-Franklin St (North),2012-07-16,
89126,QVM-Queen St (East),2012-07-16,
89127,QVM-Therry St (South),2012-07-16,
89128,Queen St (West),2012-07-16,
89129,Royal Pde-Grattan St,2012-07-16,
89130,Sandridge Bridge,2012-07-16,8120.0
89131,Southbank,2012-07-16,
89132,Southern Cross Station,2012-07-16,15210.0
89133,Spencer St-Collins St (North),2012-07-16,
89134,Spencer St-Collins St (South),2012-07-16,
89135,St Kilda Rd-Alexandra Gardens,2012-07-16,
89136,State Library,2012-07-16,21226.0
89137,State Library-New,2012-07-16,
89138,Swanston St - City Square,2012-07-16,
89139,Swanston St - RMIT Building 14,2012-07-16,
89140,Swanston St - RMIT Building 80,2012-07-16,
89141,The Arts Centre,2012-07-16,
89142,Tin Alley-Swanston St (West),2012-07-16,
89143,Town Hall (West),2012-07-16,35808.0
89144,Victoria Point,2012-07-16,5829.0
89145,Waterfront City,2012-07-16,1169.0
89146,Webb Bridge,2012-07-16,3774.0
89147,Westwood Place,2012-07-16,
89148,sensor_name,2012-07-17,
89149,231 Bourke St,2012-07-17,
89150,Alfred Place,2012-07-17,
89151,Australia on Collins,2012-07-17,18038.0
89152,Birrarung Marr,2012-07-17,3608.0
89153,Bourke St - Spencer St (North),2012-07-17,
89154,Bourke St - Spencer St (South),2012-07-17,
89155,Bourke St Bridge,2012-07-17,
89156,Bourke St-Russell St (West),2012-07-17,
89157,Bourke Street Mall (North),2012-07-17,22180.0
89158,Bourke Street Mall (South),2012-07-17,23208.0
89159,Chinatown-Lt Bourke St (South),2012-07-17,
89160,Chinatown-Swanston St (North),2012-07-17,
89161,City Square,2012-07-17,
89162,Collins Place (North),2012-07-17,10985.0
89163,Collins Place (South),2012-07-17,13450.0
89164,Collins St (North),2012-07-17,
89165,Elizabeth St-La Trobe St (East),2012-07-17,
89166,Elizabeth St-Lonsdale St (South),2012-07-17,
89167,Errol Street (East),2012-07-17,
89168,Faraday St-Lygon St (West),2012-07-17,
89169,Flagstaff Station,2012-07-17,24619.0
89170,Flinders La - Swanston St (West) Temp,2012-07-17,
89171,Flinders La-Swanston St (West),2012-07-17,
89172,Flinders Ln -Degraves St (Crossing),2012-07-17,
89173,Flinders Ln -Degraves St (North),2012-07-17,
89174,Flinders Ln -Degraves St (South),2012-07-17,
89175,Flinders St-Elizabeth St (East),2012-07-17,
89176,Flinders St-Spark La,2012-07-17,
89177,Flinders St-Spring St (West),2012-07-17,
89178,Flinders St-Swanston St (West),2012-07-17,
89179,Flinders Street Station Underpass,2012-07-17,28921.0
89180,Flinders la - Swanston St (West) Temp,2012-07-17,
89181,Grattan St-Swanston St (West),2012-07-17,
89182,La Trobe St (North),2012-07-17,
89183,Lincoln-Swanston (West),2012-07-17,
89184,Lincoln-Swanston(West),2012-07-17,
89185,Little Collins St-Swanston St (East),2012-07-17,
89186,Lonsdale St (South),2012-07-17,
89187,Lonsdale St - Elizabeth St (North),2012-07-17,
89188,Lonsdale St-Spring St (West),2012-07-17,
89189,Lygon St (East),2012-07-17,
89190,Lygon St (West),2012-07-17,
89191,Melbourne Central,2012-07-17,30194.0
89192,Melbourne Central-Elizabeth St (East),2012-07-17,
89193,Melbourne Convention Exhibition Centre,2012-07-17,
89194,Monash Rd-Swanston St (West),2012-07-17,
89195,New Quay,2012-07-17,2865.0
89196,Pelham St (S),2012-07-17,
89197,Pelham St (South),2012-07-17,
89198,Princes Bridge,2012-07-17,18927.0
89199,QV Market-Elizabeth St (West),2012-07-17,
